,index,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
899,105611,Bulgaria,"This wine offers fragrances of vanilla, cherry and cherry cola. A fruity palate of cherry and black plums is backed by soft notes of vanilla and a core of satiny tannins.",Enira,90,15.0,Thracian Valley,,,Jeff Jenssen,@worldwineguys,Bessa 2010 Enira Red (Thracian Valley),Red Blend,Bessa
900,106140,US,"Fermented entirely in stainless steel, this is a floral and fruity wine from a great Carneros vineyard. Offering sharp acidity and rounded flavors of honey and apple, it begs to be enjoyed with food along the lines of foie gras and fresh oysters.",Hudson Vineyard Sans Chêne,90,32.0,California,Napa Valley,Napa,Virginie Boone,@vboone,Maisonry 2013 Hudson Vineyard Sans Chêne Sauvignon Blanc (Napa Valley),Sauvignon Blanc,Maisonry
901,106193,US,"Feels a bit thick and heavy now, with jammy raspberry, cherry, mocha and sandalwood flavors, but so good, so pure that a few years in the cellar have to benefit. A splendid acid-tannin balance provides the framework for aging. Better after 2011.",Calmant Creek Vineyard,93,50.0,California,Sta. Rita Hills,Central Coast,,,La Fenêtre 2007 Calmant Creek Vineyard Pinot Noir (Sta. Rita Hills),Pinot Noir,La Fenêtre
902,106197,US,"Titus's regular '06 Cab is a wonderful wine. Their Reserve is even better, showing a more dramatic structure of smooth, complex tannins and a more intense, fruity profile. Offers lavish waves of blackberries, black currants, cassis, smoky oak and minerals, with notes of chocolate and cappuccino. Delicious now and through 2013.",Reserve,93,60.0,California,Napa Valley,Napa,,,Titus 2006 Reserve Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Titus
903,106344,US,"This grippy Cab exhibits the power of the 10% Petit Verdot in the blend, softened by 6% Merlot and 5% Cabernet Franc. Cassis and raspberry provide a fruity core around lush, tight tannins and a black pepper-seasoned finish. Full bodied, it remains elegant in the glass.",,91,75.0,California,Napa Valley,Napa,Virginie Boone,@vboone,Spring Mountain Vineyard 2012 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Spring Mountain Vineyard
904,106380,US,"This big, powerfully fruity Pinot Noir screams coastal California all the way through. The raspberry, cherry and spice flavors, brightened with acidity, taste of long, warm days and cool nights. It's a good wine, but too young, and would have benefited had the winery held it back a year or so before release. Better into 2012.",Balo Vineyard,90,40.0,California,Anderson Valley,,,,Drew 2009 Balo Vineyard Pinot Noir (Anderson Valley),Pinot Noir,Drew
905,106827,France,"Structured and still very young, this is a dense and fruity wine. The tannins and the spice and licorice from wood aging show strongly, although they are just beginning to soften and integrate. Expect a rich wine, layered with fruit and ripe tannins as it develops. Drink from 2023.",,94,450.0,Burgundy,Echézeaux,,Roger Voss,@vossroger,Philippe Pacalet 2013  Echézeaux,Pinot Noir,Philippe Pacalet
906,106875,Portugal,"From a field blend of old vines, this is a beautifully ripe, rounded, wood-aged wine that still preserves an internal structure. With its stone-fruit and mineral character, it is both fruity and textured. It's a wine for aging over 4–5 years.",Quinta da Pellada Branco,93,65.0,Dão,,,Roger Voss,@vossroger,Alvaro Castro 2009 Quinta da Pellada Branco White (Dão),Portuguese White,Alvaro Castro
907,107031,US,"This wine has classic style, showing a rather light, traditional color and woodsy, earthy, herbal aromas, with tantalizing and complex fruity and savory flavors. A firm texture and flavor complexity highlight elegance rather than ripeness. It was aged in barrels whose staves were seasoned four years before assembling.",Wiley Vineyard,92,49.0,California,Anderson Valley,,Jim Gordon,@gordone_cellars,Bravium 2013 Wiley Vineyard Pinot Noir (Anderson Valley),Pinot Noir,Bravium
908,107093,US,"This opens immediately into a lush, varied, flavorful wine that's broadly fruity and generously endowed with toasty oak highlights. It's drinking beautifully already, but is also nicely structured for aging through 2022.",Bradshaw Vineyard,91,40.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,J. Scott Cellars 2013 Bradshaw Vineyard Pinot Noir (Willamette Valley),Pinot Noir,J. Scott Cellars
909,107294,US,"Cocoa, plum and vanilla aromas are followed by creamy-feeling blue-fruit flavors that display a mixture of fruit and barrel. The barrel influence is heavy, but it's delicious all the same.",Grand Estates,90,12.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Columbia Crest 2013 Grand Estates Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Columbia Crest
910,107296,Romania,"Made with 83% Cabernet Sauvignon and 12% Merlot accompanied by 5% of the indigenous variety Feteasca Neagra, this wine offers a fruit-heavy bouquet of black cherry and damson plum. Dark plum and height of summer cherry flavors continue on the palate, aided by a refined note of graphite. A fine network of velvety tannins retreat as a splash of brightness makes its appearance on the finish.",Flamboyant,90,58.0,Dealu Mare,,,Jeff Jenssen,@worldwineguys,Davino 2010 Flamboyant Red (Dealu Mare),Red Blend,Davino
911,107613,US,"Made in the modern style, this Cab is soft and creamy in the mouth, and fantastically rich. It oozes ripe, crushed blackberries, black currants and dark unsweetened chocolate, with the sweetness coming from natural fruit and caramelized oak. The tannins are as soft and complex as they come.",Winfield Vineyard,92,80.0,California,Napa Valley,Napa,,,The Grade 2005 Winfield Vineyard Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,The Grade
912,107630,France,"This is the second wine of Clos Haut-Peyraguey. It comes from a fine Sauternes vintage with a great balance between acidity and rich sweetness. With botrytis, plenty of sweetness, bitter marmalade and apricot fruit and delicious acidity, the wine is almost ready to drink. Just wait until the end of 2017.",Symphonie de Haut-Peyraguey,90,32.0,Bordeaux,Sauternes,,Roger Voss,@vossroger,Château Clos Haut-Peyraguey 2013 Symphonie de Haut-Peyraguey  (Sauternes),Bordeaux-style White Blend,Château Clos Haut-Peyraguey
913,107657,France,"With some firm structure behind the red fruits, this wine will have a good future. A dry core sustained by the acidity is waiting to burst out and give a ripe, fruity while always fresh wine. Drink from 2018.",Clos du Roy Premier Cru,90,56.0,Burgundy,Mercurey,,Roger Voss,@vossroger,Domaine Faiveley 2014 Clos du Roy Premier Cru  (Mercurey),Pinot Noir,Domaine Faiveley
914,107695,US,"Cranberry and strawberry make for a pretty, fruity wine that's velvety in texture and full bodied in depth and length. Black tea and a backbeat of orange and lemon add to the tartness of this layered, complex red.",Sundawg Ridge Vineyard,91,62.0,California,Green Valley,Sonoma,Virginie Boone,@vboone,Saintsbury 2014 Sundawg Ridge Vineyard Pinot Noir (Green Valley),Pinot Noir,Saintsbury
915,107782,US,"This is a heavy-duty Cabernet, big in every way, with rich black cherry and cassis fruit, and dense, dark tannins. The long, slightly grainy finish reinforces the impression of raw power, yet the wine retains perfect proportion and is nicely differentiated from the other 2010s crafted by winemaker Chris Figgins.",,95,89.0,Washington,Walla Walla Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Doubleback 2010 Cabernet Sauvignon (Walla Walla Valley (WA)),Cabernet Sauvignon,Doubleback
916,107800,Austria,"Harvested in January 2007, this has the true purity and freshness of icewine. There is lightness and delicacy as the ripe apricot sweetness is pierced with floating acidity. There is a sweet, but fresh and clean finish.",Cuvée Eiswein,90,20.0,Burgenland,,,Roger Voss,@vossroger,Hafner 2006 Cuvée Eiswein White (Burgenland),White Blend,Hafner
917,107860,France,"One of the largest estates in Margaux, Lascombes is now performing well. With this vintage the heavy over-oaking of past years has gone to be replaced with a wine that is full of black fruits as much as rich tannins. There is concentration and a good potential for aging. Drink from 2025.",,93,70.0,Bordeaux,Margaux,,Roger Voss,@vossroger,Château Lascombes 2014  Margaux,Bordeaux-style Red Blend,Château Lascombes
918,107911,Argentina,"Rich aromas of molasses, chocolate and fig paste announce a ripe, thick Malbec-Cabernet Sauvignon blend. On the palate, this is grabby, intense and oaky. Flavors of oak grain, graphite, chocolate and berry fruits finish saturated and heavy, lacking elegance.",Limited Release,90,25.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Mi Terruño 2011 Limited Release Malbec-Cabernet Sauvignon (Mendoza),Malbec-Cabernet Sauvignon,Mi Terruño
919,107924,France,"Hugely rich and in a seriously heavy bottle, this is a statement wine. Its texture is there, surrounded by superripe fruit and touches of pepper from the alcohol. This almost tropical-fruit wine needs to age a little longer, so drink from 2018.",La Comtesse,90,40.0,Loire Valley,Sancerre,,Roger Voss,@vossroger,Domaine Laporte 2015 La Comtesse  (Sancerre),Sauvignon Blanc,Domaine Laporte
920,108332,Portugal,"Big, black and juicy, it manages to be both dense and structured and freshly fruity at the same time. With this combination promising great things, the wine is ripe and fragrant. The dark color from the Petit Verdot in the blend follows through to the firm texture while allowing room for refreshing juiciness. Drink from 2017.",Quinta de Pancas Grande Escolha,93,55.0,Lisboa,,,Roger Voss,@vossroger,Companhia das Quintas 2011 Quinta de Pancas Grande Escolha Red (Lisboa),Portuguese Red,Companhia das Quintas
921,108340,US,"While impressive now for its weight and flavor profile, this should evolve well, thanks to its heavy tannins and ample concentration. Right now, there is wet earth and prominent mint on the nose. The palate also picks up spearmint, with sagebrush, licorice and tobacco as well. The tannins emerge at the end of the sip, and will continue to smooth out beyond 2020.",Domaine du Docteur Rodgers,93,102.0,California,San Francisco Bay,Central Coast,Matt Kettmann,@mattkettmann,Clos de la Tech 2009 Domaine du Docteur Rodgers Pinot Noir (San Francisco Bay),Pinot Noir,Clos de la Tech
922,108347,Portugal,"This richly fruity wine has poise and elegance as well as a powerful structure. A light herbal character brings out the juicy fruits as well as a mint flavor. The wine is ripe although with its serious tannic element, it does need to age. Drink from 2017.",Malhadinha Tinto,93,45.0,Alentejano,,,Roger Voss,@vossroger,Herdade da Malhadinha Nova 2011 Malhadinha Tinto Red (Alentejano),Portuguese Red,Herdade da Malhadinha Nova
923,108358,US,"This is a field blend of 70% Cabernet Sauvignon, 14% Merlot, 10% Cabernet Franc, and 6% Malbec, all co-fermented and estate-grown. It's nicely evolved, ripe and fruity—a flavor cavalcade of pastry fruits and spices, fig, twig, cacao and coffee. Yes you may cellar this wine, but why wait? It's drinking beautifully.",Windrow Vineyards Windrow,93,45.0,Oregon,Walla Walla Valley (OR),Oregon Other,Paul Gregutt,@paulgwine ,Tero Estates 2010 Windrow Vineyards Windrow Red (Walla Walla Valley (OR)),Bordeaux-style Red Blend,Tero Estates
924,108487,France,"Continuing its impressive development, Clerc Milon 2011 is a serious wine. It is elegant, stylish, its fruits well integrated with red berry and plum skin flavors. Powerful while round and fruity with a fine sense of weight, this wine will develop relatively quickly but will then stay at its peak for many years. Drink from 2017.",,94,62.0,Bordeaux,Pauillac,,Roger Voss,@vossroger,Château Clerc Milon 2011  Pauillac,Bordeaux-style Red Blend,Château Clerc Milon
925,108514,Chile,"A classic Chilean Cabernet Sauvignon with aromas of lemon peel, olive and leafy fruit. It shows major structure, tannic framework and dry, herbal flavors of cassis and cherry. Long, fruity, toasty and just slightly rustic. Drink now–2012.",Potro de Piedra Family Reserve,90,25.0,Curicó Valley,,,Michael Schachner,@wineschach,Viña Requingua 2007 Potro de Piedra Family Reserve Cabernet Sauvignon-Cabernet Franc (Curicó Valley),Cabernet Sauvignon-Cabernet Franc,Viña Requingua
926,108522,France,"Moving toward the floral side of Sauvignon Blanc, this fruity, rounded wine has ripe acidity, a tangy citrus flavor and a full-bodied feel. It's set to age over several years.",Les Duchesses,90,30.0,Loire Valley,Pouilly-Fumé,,Roger Voss,@vossroger,Domaine Laporte 2010 Les Duchesses  (Pouilly-Fumé),Sauvignon Blanc,Domaine Laporte
927,108532,US,"There's a simple directness to this wine. But, the flavors are delicious, consisting of ripe cherries and pomegranates, with a seemingly fruity sweetness that belies the dry finish. There's also plenty of tart acidity and tannins. All of the parts, including the oak, haven't come together, so give it a 3–4 years in the cellar.",Deer Meadows Vineyard,90,46.0,California,Anderson Valley,,,,Bruliam 2010 Deer Meadows Vineyard Pinot Noir (Anderson Valley),Pinot Noir,Bruliam
928,108645,France,"Big tannins and impressive fruits are the hallmarks of this impressive wine. It is also subtle, not showing all its flavors at once, hiding beneath tannins and structure. For this fruity vintage, it shows a strong sense of direct, solid structure, only allowing the strong black plum and berry flavors to come through slowly. It is for the long haul, so don't drink before 2022, even better later.",,97,660.0,Bordeaux,Pauillac,,Roger Voss,@vossroger,Château Latour 2011  Pauillac,Bordeaux-style Red Blend,Château Latour
929,108670,France,"This is a very spicy wine with weight, great depth of flavor and concentration. Fine acidity cuts through the core, balancing sweetness and adding freshness to flavors of wild thyme-honey and orange marmalade. Drink the wine from 2017.",,94,80.0,Bordeaux,Barsac,,Roger Voss,@vossroger,Château Coutet 2010  Barsac,Bordeaux-style White Blend,Château Coutet
930,109049,France,"A firm, powerful wine, its tannins still very dominant. Acidity is a factor, along with deep red-plum fruit. Some sweetness will develop in the next several years, although this concentrated and complex wine will also have a solid core of dry, structured tannin. Age for at least five years.",Château Corton Grancey,93,130.0,Burgundy,Corton,,Roger Voss,@vossroger,Louis Latour 2010 Château Corton Grancey  (Corton),Pinot Noir,Louis Latour
931,109168,US,"Sourced from six different vineyards, this is a broadly pleasing wine, fruity in blackberry and raspberry that veers even into cranberry and cassis territory without getting bogged down. Substantial and lush, it's tightly woven in tannin and savory herb, ready to open itself over time. Patience will reward with more exotic interweavings of vanilla-cola and tea.",,90,45.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Merry Edwards 2012 Pinot Noir (Russian River Valley),Pinot Noir,Merry Edwards
932,109230,Argentina,"This wine takes you on a trip to an outer wine world where deep, cushioned berry aromas come with exotic perfumes, bath oils and crushed flower petals. It's ultrasaturated and jammy, but not clunky or heavy. This tastes like a storm of blackberry, espresso and Swiss chocolate, while black spices and length bring up the rear. A blend of 50% Malbec, 40% Cabernet Sauvignon and 10% Cab Franc; drink now–2017.",Gran Corte Las Divas Vineyard,96,50.0,Mendoza Province,Tupungato,,Michael Schachner,@wineschach,Riglos 2009 Gran Corte Las Divas Vineyard Red (Tupungato),Bordeaux-style Red Blend,Riglos
933,109292,US,"A foundation of thick tannin and oak give size and weight to this full-bodied wine that offers waves of smoky leather, cedar, tar and black cherry on the nose and palate. More savory than fruity, it is a compelling expression of this relatively cooler appellation in the Napa Valley. Drink now through 2020.",Collinetta Vineyard,91,108.0,California,Coombsville,Napa,Virginie Boone,@vboone,Rocca 2012 Collinetta Vineyard Cabernet Sauvignon (Coombsville),Cabernet Sauvignon,Rocca
934,109787,US,"Calls to mind the 2006, which also was a ripe, fruity wine. If anything, the '08 is even sweeter. The alcohol is half a percent higher. It's succulent in raspberry and cherry jam, making it likeable now. But such are the tannins and acids that the wine should easily gain in the cellar over the next six years.",Reed Vineyard,91,50.0,California,Mt. Harlan,Central Coast,,,Calera 2008 Reed Vineyard Pinot Noir (Mt. Harlan),Pinot Noir,Calera
935,109793,US,"Impressively rich and ripe in fruit, offering waves of black cherries and chocolate. Feels soft and lush and luxurious in the mouth, with a sweet oak finish. Certainly dazzles with opulence, but the softness and sweetness makes you wonder about its ageability. So drink between now and 2013 for freshness.",Tietjen Vineyard,91,65.0,California,Rutherford,Napa,,,Monticello Vineyards 2008 Tietjen Vineyard Cabernet Sauvignon (Rutherford),Cabernet Sauvignon,Monticello Vineyards
936,109924,Portugal,"This ripe and juicy wine holds good acidity and tannins that give it a dry core. Already balanced, it's fruity with black currants and plenty of spice. Along with its structure, it has plenty more to give in the future. The name comes from the number of barrels used for the wine. Drink from 2018.",39 Barricas,93,100.0,Douro,,,Roger Voss,@vossroger,Poeira 2013 39 Barricas Red (Douro),Portuguese Red,Poeira
937,109933,Argentina,"Salentein's wines have never been better than over the last few vintages. This Malbec-heavy blend is rich, with aromatic notes of raisin, prune, licorice and almond candy. A full, tannic and slightly bumpy palate holds impressive flavors of cassis, black plum, blackberry, toast and peppercorn. On the finish, coffee, toast, mocha, licorice and cassis flavors are deep and delicious. Drink through 2026.",Numina Spirit Vineyard Gran Corte,93,41.0,Mendoza Province,Valle de Uco,,Michael Schachner,@wineschach,Salentein 2014 Numina Spirit Vineyard Gran Corte Red (Valle de Uco),Red Blend,Salentein
938,109957,US,"This Russian River blend rivals Loring's single-vineyard wines for 2014. An elegant and superbly balanced wine, it's the kind that never gets tiring. It has a slightly doughy aroma, complex fruity, spicy and savory flavors, and a particularly engaging mouthfeel that's both gripping and creamy at the same time.",,92,36.0,California,Russian River Valley,Sonoma,Jim Gordon,@gordone_cellars,Loring Wine Company 2014 Pinot Noir (Russian River Valley),Pinot Noir,Loring Wine Company
939,110010,France,"In its youthful state, the wine has an earthy character that will soon move into a ripe, fruity while always structured state. Rich and  fruity now, it's likely to become a serious, ageworthy wine.",Les Duchesses,92,25.0,Loire Valley,Pouilly-Fumé,,Roger Voss,@vossroger,Domaine Laporte 2012 Les Duchesses  (Pouilly-Fumé),Sauvignon Blanc,Domaine Laporte
940,110186,Portugal,"Aged for three months on its lees in small clay amphoras, this wine has a juicy, fruity character. The red fruits and crisp acidity are impressive and fascinating. Its texture and tannins suggest further aging, so drink from 2018.",Herdade de São Miguel Art.Terra Amphora Tinto,91,23.0,Alentejano,,,Roger Voss,@vossroger,Casa Agricola Alexandre Relvas 2016 Herdade de São Miguel Art.Terra Amphora Tinto Red (Alentejano),Portuguese Red,Casa Agricola Alexandre Relvas
941,110279,US,"Super concentrated with blackberries and cherries, this is a fantastically ripe, jammy, fruity wine that pushes the boundaries of balance. Balance is fortunately provided in the way of soft, gentle tannins and a squeeze of acidity. Drink now.",Price Vineyard,90,65.0,California,Napa Valley,Napa,,,Envy 2010 Price Vineyard Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Envy
942,110316,France,"Made with the involvement of Hubert de Bouärd of Château Angélus as consultant, this wine is superrich and packed with dark fruit. Despite its high alcohol for a Bordeaux, it is balanced and fruity with tannins the are comfortably cushioned by the fruit and freshened by acidity. Drink from 2021.",Les Cerisiers,91,28.0,Bordeaux,Francs Côtes de Bordeaux,,Roger Voss,@vossroger,Château de Francs 2014 Les Cerisiers  (Francs Côtes de Bordeaux),Bordeaux-style Red Blend,Château de Francs
943,110319,France,"With 135 acres under vine, this is a large estate. The high percentage of Merlot in the blend gives this rich wine its ripe blackberry smoky fruits. It is juicy and really fruity with just enough tannin to give the wine shape. Drink this wine from 2020.",,91,20.0,Bordeaux,Médoc,,Roger Voss,@vossroger,Château Greysac 2014  Médoc,Bordeaux-style Red Blend,Château Greysac
944,110321,France,"This 55% Cabernet Sauvignon and 45% Merlot blend comes from an estate just north of Saint-Estèphe. It reflects the structure and density of that appellation. Bold, ripe and fruity, it will age well. Drink from 2020.",,91,38.0,Bordeaux,Haut-Médoc,,Roger Voss,@vossroger,Château Maurac 2014  Haut-Médoc,Bordeaux-style Red Blend,Château Maurac
945,110619,Argentina,"With a bright violet color and jammy boysenberry and black-cherry aromas, this amounts to a fruity, chunky blend of Malbec, Cabernet Sauvignon and Merlot. On the palate, blackberry flavors run inky and come with a lot of oak and vanilla. A round, creamy finish is chewy and lush. Drink through 2019.",Centenario,90,36.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Finca Perdriel 2010 Centenario Red (Mendoza),Bordeaux-style Red Blend,Finca Perdriel
946,110662,Portugal,"As a partner to the red wine from this estate, with its Bordeaux blend, this wine brings together the Bordeaux white grapes of Sauvignon Blanc and Sémillon. The addition of Alvarinho rather spoils the Bordeaux moment, although for the wine it it's a plus, adding crisp taste and brightness to this rich wood-aged blend. Drink this tropical, fruity and pear-flavored wine from 2018.",Quinta da Bacalhôa Branco,90,28.0,Península de Setúbal,,,Roger Voss,@vossroger,Bacalhôa Wines of Portugal 2016 Quinta da Bacalhôa Branco White (Península de Setúbal),Portuguese White,Bacalhôa Wines of Portugal
947,110667,France,"This is a fruity, juicy wine with swathes of black currant and berry flavors. The tannins give a smoky, spicy character and add to the sense of richness. Drink from 2020.",La Favorite,90,27.0,Bordeaux,Blaye Côtes de Bordeaux,,Roger Voss,@vossroger,Château Fredignac 2015 La Favorite  (Blaye Côtes de Bordeaux),Bordeaux-style Red Blend,Château Fredignac
948,110669,France,"This wine is juicy and fruity, with generous tannins that support its ripe black fruit and balanced acidity. It has a smoky edge and will be ready to drink from 2020.",Excellence,90,17.0,Bordeaux,Blaye Côtes de Bordeaux,,Roger Voss,@vossroger,Château Le Cap 2015 Excellence  (Blaye Côtes de Bordeaux),Bordeaux-style Red Blend,Château Le Cap
949,110916,France,"A blend dominated by Malbec, this wine comes from one of the estates managed by the Marmande cooperative. It has fine tannins and attractively juicy black fruits. The wine is balanced with plenty of fruity acidity. Drink from 2019.",Château la Vieille Eglise,90,15.0,Southwest France,Côtes du Marmandais,,Roger Voss,@vossroger,Cave du Marmandais 2015 Château la Vieille Eglise Red (Côtes du Marmandais),Bordeaux-style Red Blend,Cave du Marmandais
950,110923,France,"Pacherenc wines are the white counterpart to red Madiran, grown in the same area. This dry wine is a blend of Gros and Petit Manseng and the rare Arrufiac. It is a lightly honeyed wine with fine acidity and a really juicy fruity citrus and white-fruit-flavored aftertaste. Drink now.",,90,17.0,Southwest France,Pacherenc du Vic Bilh,,Roger Voss,@vossroger,Château Viella 2015  Pacherenc du Vic Bilh,White Blend,Château Viella
951,111335,US,"This compelling blend of Viognier, Marsanne and Roussanne—aged for three months in 20% new French oak—brings notes of barrel spices, apricot and pear. There's a touch of sweetness to the full -bodied, textured fruit flavors that provides a perfect counterbalance to the sharply defined, lingering finish.",Spiral 36 White Table Wine,91,28.0,Oregon,Applegate Valley,Southern Oregon,Sean P. Sullivan,@wawinereport,Cowhorn 2012 Spiral 36 White Table Wine White (Applegate Valley),Rhône-style White Blend,Cowhorn
952,111345,Portugal,"With a significant proportion of Cabernet Sauvignon in the blend, this is a solid, tannic wine. It is also rich, complex and fruity. Fermentation in open lagares gives extra fruitiness, soft extract and great acidity. Drink from 2017.",Mythos,91,30.0,Tejo,,,Roger Voss,@vossroger,Casal da Coelheira 2011 Mythos Red (Tejo),Portuguese Red,Casal da Coelheira
953,111346,France,"From a small estate, this big, ripe and fruity wine has swathes of black fruits to go with the dark, brooding tannins. Very broad and fruity, the wine is always likely to be structured. Drink from 2017.",,91,25.0,Bordeaux,Haut-Médoc,,Roger Voss,@vossroger,Château Devise d'Ardilley 2010  Haut-Médoc,Bordeaux-style Red Blend,Château Devise d'Ardilley
954,111352,France,"An intense and fresh wine that is packed with acidity as well as powerful red fruits. It is breathtakingly fruity at this stage, the structure still developing and giving a delicious perfumed berry character. Drink from 2015.",Château de Bligny Premier Cru,91,65.0,Burgundy,Gevrey-Chambertin,,Roger Voss,@vossroger,Evening Land 2011 Château de Bligny Premier Cru  (Gevrey-Chambertin),Pinot Noir,Evening Land
955,111675,Argentina,"Deep and dense from head to toe, this Malbec-Cabernet Sauvignon-Merlot blend opens with heavy, loamy black-fruit aromas along with coconut, graphite, cedar and tobacco scents. A definitively rich and chewy palate is tannic and heady but cushioned, while baked, toasty blackberry flavors come with vanilla and marzipan notes and an inky, chewy, thick finish. Drink through 2019.",Vineyard Selection,92,65.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Finca Perdriel 2009 Vineyard Selection Red (Mendoza),Bordeaux-style Red Blend,Finca Perdriel
956,111770,France,"There is a heavy wood presence in this wine. For now, it dominates with burnt toast and dark chocolate flavors. Happily, the fruit is also developing well, bringing its fresh black-currant flavors into the balance. Drink this still-young wine from 2020.",,90,25.0,Bordeaux,Saint-Émilion,,Roger Voss,@vossroger,Château des Bardes 2014  Saint-Émilion,Bordeaux-style Red Blend,Château des Bardes
957,111772,France,"A fruity, juicy wine with balanced tannins and red fruits. It is a lively perfumed wine that has some toasty tannins in the background. Drink this ripe wine from 2019. One of five wineries owned by Bernadette Faure and Alain Aubert; their daughters oversee vineyards, winemaking and marketing.",,90,25.0,Bordeaux,Castillon Côtes de Bordeaux,,Roger Voss,@vossroger,Château German 2014  Castillon Côtes de Bordeaux,Bordeaux-style Red Blend,Château German
958,111827,US,"Spice marks this dry, delicate offering, with notes of white pepper, cinnamon and nutmeg. But it's also richly fruity in wild cherries and raspberries. In recent years, Drew has been producing remarkably complex and ageworthy Pinots, and this lovely wine, which is not a single-vineyard bottling, shows the winery's continued mastery. It's a particular success given the enormous challenges of the 2010 vintage. Drink now–2018.",Telfryn & Calder,91,38.0,California,Anderson Valley,,,,Drew 2010 Telfryn & Calder Pinot Noir (Anderson Valley),Pinot Noir,Drew
959,111828,US,"A lovely Merlot, this is pure, vibrant and elegant. It has classic cherry, red-currant and cedar flavors, and while there's a sweetness at the core, the finish is thoroughly dry. Wonderful to drink now with steak or lamb.",,91,52.0,California,Napa Valley,Napa,,,Duckhorn 2009 Merlot (Napa Valley),Merlot,Duckhorn
960,111836,US,"Here's a Cabernet to lay down in the cellar for 6–8 years—or even longer. Two things mark it: the extremely ripe, concentrated blackberry and black currant fruit, and the hefty tannins. Most people will probably open it too soon and miss out on what it could be, when the tannins drop out to reveal its sweet fruity essence.",Le Roi Soleil,91,65.0,California,Mount Veeder,Napa,,,Y Rousseau 2009 Le Roi Soleil Cabernet Sauvignon (Mount Veeder),Cabernet Sauvignon,Y Rousseau
961,111963,France,"From a vineyard that lies just beneath the Grand Cru vineyards of Gevrey-Chambertin, this is a well-structured wine. It has a smoky character from the wood aging, giving complexity to the red fruits and dense texture. The acidity of the vintage shows strongly, giving a fruity aftertaste. Drink from 2020.",Clos Prieur Premier Cru,93,160.0,Burgundy,Gevrey-Chambertin,,Roger Voss,@vossroger,Louis Max 2013 Clos Prieur Premier Cru  (Gevrey-Chambertin),Pinot Noir,Louis Max
962,111980,US,"A rich, decadent and generous wine, 100% varietal, this is both floral and fruity, bright in cherry and raspberry alongside herbal cedar and vanilla. A medium weight surrounds softly integrated tannins, leading the way to an explosive, juicy finish. This is a classic example of the appellation's prowess in approachable power.",Yoeman Vineyard,93,85.0,California,Alexander Valley,Sonoma,Virginie Boone,@vboone,Goldschmidt 2012 Yoeman Vineyard Cabernet Sauvignon (Alexander Valley),Cabernet Sauvignon,Goldschmidt
963,112256,US,"This barrel-fermented white wine from Jesse Katz of Devil Proof and Aperture Wines is impressively layered and complex. A reductive whiff of petrol leads on the nose yet the palate is juicy, showing a wealth of peach skin and green apple. A bite of acidity supports its fresh, fruity core.",,93,38.0,California,Sonoma County,Sonoma,Virginie Boone,@vboone,The Setting 2016 Sauvignon Blanc (Sonoma County),Sauvignon Blanc,The Setting
964,112680,US,"This is a frankly delicious young Cabernet, hailing from a small vineyard to showcase its qualities. It's deeply flavored in blackberries and currants, with the most delicious dark chocolate sweetness. Yet it also has the tannic backbone to last. It's one of those wines you can drink now, or age for at least six years to see what it can do.",Tomahawk,94,115.0,California,Stags Leap District,Napa,,,Chimney Rock 2008 Tomahawk Cabernet Sauvignon (Stags Leap District),Cabernet Sauvignon,Chimney Rock
965,112684,US,"Spicy, fruity and extremely youthful, this complex wine brings black cherry and cassis flavors with subtle notes of cola, licorice, allspice, sandalwood and pine needle. Still quite tight and primary, it has been beautifully sculpted into a focused wine with a long life ahead.",Arcus Estate,94,100.0,Oregon,Dundee Hills,Willamette Valley,Paul Gregutt,@paulgwine ,Archery Summit 2009 Arcus Estate Pinot Noir (Dundee Hills),Pinot Noir,Archery Summit
966,113035,Portugal,"The top white wine from this producer, this is aged in wood for six months. It is rich and spicy, with layers of toast over the white stone fruits. Produced by a grouping of growers, the wine is bold, ripe and fruity. Drink from 2018.",Meruge,90,25.0,Douro,,,Roger Voss,@vossroger,Lavradores de Feitoria 2014 Meruge White (Douro),Portuguese White,Lavradores de Feitoria
967,113043,US,"This is a deeply colored, nicely oaky wine at a good price. It tastes like it's been aged to a peak already. The aromas are spicy, cedary and perfumed, while the flavors offer ripe berry and cherry notes and the texture is smooth but moderately tannic.",The Lovers,90,14.0,California,California,California Other,Jim Gordon,@gordone_cellars,Prophecy 2014 The Lovers Red (California),Red Blend,Prophecy
